7494803	8611606	1
7494803	8956328	1
7494803	8987084	1
7494803	9231067	1
7494803	10455434	1
7494803	11772466	1
7494803	11778903	1
7494803	11863423	1
7494803	12029616	1
7494803	12140740	1
7494803	14993350	1
7494803	15006613	1
7494803	15364893	1
7494803	16353289	1
7494803	17534886	1
7494803	17637717	1
7494803	19864618	1
7494803	20564383	1
7494803	11472105	1
7494803	14557066	0
7494803	16596711	0
7494803	16617374	0
7494803	17211827	0
7494803	14688296	0
7494803	17996704	0
7494803	19965720	0
7494803	22461611	0
7494803	17044871	0
7494803	17564960	0
7494803	18301450	0
7494803	19004527	0
7494803	19278628	0
7494803	19584446	0
7494803	20463881	0
7494803	22140526	0
7494803	23587773	0
7494803	20839439	0
7494803	21046817	0
7494803	21556472	0
7494803	21675118	0
7494803	21735780	0
7494803	19805395	0
7494803	22121198	0
7494803	22963372	0
7494803	19167427	0
7494803	19223913	0
7494803	20406636	0
7494803	21311064	0
7494803	21331357	0
7494803	21360073	0
7494803	22053957	0
7494803	22681709	0
7494803	23068990	0
7494803	23892271	0
7494803	15145804	0
7494803	15611645	0
7494803	15936718	0
7494803	16146851	0
7494803	16368066	0
7494803	16800936	0
7494803	17016035	0
7494803	17511513	0
7494803	17555589	0
7494803	19802539	0
7494803	22130879	0
7494803	17907395	0
7494803	18972735	0
7494803	19526799	0
7494803	12693092	0
7494803	17498616	0
7494803	19787439	0
7494803	20727267	0
7494803	17205182	0
7494803	17990895	0
7494803	18083557	0
7494803	19914066	0
7494803	20350805	0
7494803	21765407	0
7494803	22292814	0
7494803	22570300	0
7494803	23391097	0
7494803	24000771	0
7494803	24378034	0
7494803	24615765	0
7494803	24856301	0
8611606	8956328	1
8611606	8987084	1
8611606	9231067	1
8611606	10455434	1
8611606	11772466	1
8611606	11778903	1
8611606	11863423	1
8611606	12029616	1
8611606	12140740	1
8611606	14993350	1
8611606	15006613	1
8611606	15364893	1
8611606	16353289	1
8611606	17534886	1
8611606	17637717	1
8611606	19864618	1
8611606	20564383	1
8611606	11472105	1
8611606	14557066	0
8611606	16596711	0
8611606	16617374	0
8611606	17211827	0
8611606	14688296	0
8611606	17996704	0
8611606	19965720	0
8611606	22461611	0
8611606	17044871	0
8611606	17564960	0
8611606	18301450	0
8611606	19004527	0
8611606	19278628	0
8611606	19584446	0
8611606	20463881	0
8611606	22140526	0
8611606	23587773	0
8611606	20839439	0
8611606	21046817	0
8611606	21556472	0
8611606	21675118	0
8611606	21735780	0
8611606	19805395	0
8611606	22121198	0
8611606	22963372	0
8611606	19167427	0
8611606	19223913	0
8611606	20406636	0
8611606	21311064	0
8611606	21331357	0
8611606	21360073	0
8611606	22053957	0
8611606	22681709	0
8611606	23068990	0
8611606	23892271	0
8611606	15145804	0
8611606	15611645	0
8611606	15936718	0
8611606	16146851	0
8611606	16368066	0
8611606	16800936	0
8611606	17016035	0
8611606	17511513	0
8611606	17555589	0
8611606	19802539	0
8611606	22130879	0
8611606	17907395	0
8611606	18972735	0
8611606	19526799	0
8611606	12693092	0
8611606	17498616	0
8611606	19787439	0
8611606	20727267	0
8611606	17205182	0
8611606	17990895	0
8611606	18083557	0
8611606	19914066	0
8611606	20350805	0
8611606	21765407	0
8611606	22292814	0
8611606	22570300	0
8611606	23391097	0
8611606	24000771	0
8611606	24378034	0
8611606	24615765	0
8611606	24856301	0
8956328	8987084	1
8956328	9231067	1
8956328	10455434	1
8956328	11772466	1
8956328	11778903	1
8956328	11863423	1
8956328	12029616	1
8956328	12140740	1
8956328	14993350	1
8956328	15006613	1
8956328	15364893	1
8956328	16353289	1
8956328	17534886	1
8956328	17637717	1
8956328	19864618	1
8956328	20564383	1
8956328	11472105	1
8956328	14557066	0
8956328	16596711	0
8956328	16617374	0
8956328	17211827	0
8956328	14688296	0
8956328	17996704	0
8956328	19965720	0
8956328	22461611	0
8956328	17044871	0
8956328	17564960	0
8956328	18301450	0
8956328	19004527	0
8956328	19278628	0
8956328	19584446	0
8956328	20463881	0
8956328	22140526	0
8956328	23587773	0
8956328	20839439	0
8956328	21046817	0
8956328	21556472	0
8956328	21675118	0
8956328	21735780	0
8956328	19805395	0
8956328	22121198	0
8956328	22963372	0
8956328	19167427	0
8956328	19223913	0
8956328	20406636	0
8956328	21311064	0
8956328	21331357	0
8956328	21360073	0
8956328	22053957	0
8956328	22681709	0
8956328	23068990	0
8956328	23892271	0
8956328	15145804	0
8956328	15611645	0
8956328	15936718	0
8956328	16146851	0
8956328	16368066	0
8956328	16800936	0
8956328	17016035	0
8956328	17511513	0
8956328	17555589	0
8956328	19802539	0
8956328	22130879	0
8956328	17907395	0
8956328	18972735	0
8956328	19526799	0
8956328	12693092	0
8956328	17498616	0
8956328	19787439	0
8956328	20727267	0
8956328	17205182	0
8956328	17990895	0
8956328	18083557	0
8956328	19914066	0
8956328	20350805	0
8956328	21765407	0
8956328	22292814	0
8956328	22570300	0
8956328	23391097	0
8956328	24000771	0
8956328	24378034	0
8956328	24615765	0
8956328	24856301	0
8987084	9231067	1
8987084	10455434	1
8987084	11772466	1
8987084	11778903	1
8987084	11863423	1
8987084	12029616	1
8987084	12140740	1
8987084	14993350	1
8987084	15006613	1
8987084	15364893	1
8987084	16353289	1
8987084	17534886	1
8987084	17637717	1
8987084	19864618	1
8987084	20564383	1
8987084	11472105	1
8987084	14557066	0
8987084	16596711	0
8987084	16617374	0
8987084	17211827	0
8987084	14688296	0
8987084	17996704	0
8987084	19965720	0
8987084	22461611	0
8987084	17044871	0
8987084	17564960	0
8987084	18301450	0
8987084	19004527	0
8987084	19278628	0
8987084	19584446	0
8987084	20463881	0
8987084	22140526	0
8987084	23587773	0
8987084	20839439	0
8987084	21046817	0
8987084	21556472	0
8987084	21675118	0
8987084	21735780	0
8987084	19805395	0
8987084	22121198	0
8987084	22963372	0
8987084	19167427	0
8987084	19223913	0
8987084	20406636	0
8987084	21311064	0
8987084	21331357	0
8987084	21360073	0
8987084	22053957	0
8987084	22681709	0
8987084	23068990	0
8987084	23892271	0
8987084	15145804	0
8987084	15611645	0
8987084	15936718	0
8987084	16146851	0
8987084	16368066	0
8987084	16800936	0
8987084	17016035	0
8987084	17511513	0
8987084	17555589	0
8987084	19802539	0
8987084	22130879	0
8987084	17907395	0
8987084	18972735	0
8987084	19526799	0
8987084	12693092	0
8987084	17498616	0
8987084	19787439	0
8987084	20727267	0
8987084	17205182	0
8987084	17990895	0
8987084	18083557	0
8987084	19914066	0
8987084	20350805	0
8987084	21765407	0
8987084	22292814	0
8987084	22570300	0
8987084	23391097	0
8987084	24000771	0
8987084	24378034	0
8987084	24615765	0
8987084	24856301	0
9231067	10455434	1
9231067	11772466	1
9231067	11778903	1
9231067	11863423	1
9231067	12029616	1
9231067	12140740	1
9231067	14993350	1
9231067	15006613	1
9231067	15364893	1
9231067	16353289	1
9231067	17534886	1
9231067	17637717	1
9231067	19864618	1
9231067	20564383	1
9231067	11472105	1
9231067	14557066	0
9231067	16596711	0
9231067	16617374	0
9231067	17211827	0
9231067	14688296	0
9231067	17996704	0
9231067	19965720	0
9231067	22461611	0
9231067	17044871	0
9231067	17564960	0
9231067	18301450	0
9231067	19004527	0
9231067	19278628	0
9231067	19584446	0
9231067	20463881	0
9231067	22140526	0
9231067	23587773	0
9231067	20839439	0
9231067	21046817	0
9231067	21556472	0
9231067	21675118	0
9231067	21735780	0
9231067	19805395	0
9231067	22121198	0
9231067	22963372	0
9231067	19167427	0
9231067	19223913	0
9231067	20406636	0
9231067	21311064	0
9231067	21331357	0
9231067	21360073	0
9231067	22053957	0
9231067	22681709	0
9231067	23068990	0
9231067	23892271	0
9231067	15145804	0
9231067	15611645	0
9231067	15936718	0
9231067	16146851	0
9231067	16368066	0
9231067	16800936	0
9231067	17016035	0
9231067	17511513	0
9231067	17555589	0
9231067	19802539	0
9231067	22130879	0
9231067	17907395	0
9231067	18972735	0
9231067	19526799	0
9231067	12693092	0
9231067	17498616	0
9231067	19787439	0
9231067	20727267	0
9231067	17205182	0
9231067	17990895	0
9231067	18083557	0
9231067	19914066	0
9231067	20350805	0
9231067	21765407	0
9231067	22292814	0
9231067	22570300	0
9231067	23391097	0
9231067	24000771	0
9231067	24378034	0
9231067	24615765	0
9231067	24856301	0
10455434	11772466	1
10455434	11778903	1
10455434	11863423	1
10455434	12029616	1
10455434	12140740	1
10455434	14993350	1
10455434	15006613	1
10455434	15364893	1
10455434	16353289	1
10455434	17534886	1
10455434	17637717	1
10455434	19864618	1
10455434	20564383	1
10455434	11472105	1
10455434	14557066	0
10455434	16596711	0
10455434	16617374	0
10455434	17211827	0
10455434	14688296	0
10455434	17996704	0
10455434	19965720	0
10455434	22461611	0
10455434	17044871	0
10455434	17564960	0
10455434	18301450	0
10455434	19004527	0
10455434	19278628	0
10455434	19584446	0
10455434	20463881	0
10455434	22140526	0
10455434	23587773	0
10455434	20839439	0
10455434	21046817	0
10455434	21556472	0
10455434	21675118	0
10455434	21735780	0
